question_id,image_filename,Marks,solution_image_id,solve_text,subject
330,1456.jpg,10.0,1455.0,"(a) ভিনেগার অর্থাৎ ইথানয়িক এসিড (CH3COOH) হাইড্রোজেন বন্ধনের মাধ্যমে ডাইমার গঠন করতে পারে।
OH-O
CH3-C-O-HOC-CH3
ইথানয়িক এসিডের ডাইমার গঠন
অ্যালুমিনিয়াম ক্লোরাইড (AlCl3) যৌগে Al এর অষ্টক সংকোচন ঘটে। তাই অষ্টক পূরণের উদ্দেশ্যে পার্শ্ববর্তী একটি AlCl3 অণুর C1 পরামাণু থেকে
সর্বনিম্ন বন্ধনের মাধ্যমে একটি মুক্তজোড় গ্রহণ করে। এভাবে AlCl3 সন্নিবেশ বন্ধনের মাধ্যমে ডাইমার Al₂C16 গঠন করে।
Cl
CI
-CI
Cl
CIE
AlCl3 এর ডাইমার Al2C16 গঠন
(b) B (5) → 1s22s22px
উদ্দীপিত অবস্থায়, B* (5) → 1s22s¹2p2p2p2
সুতরাং B এর সংকরণ হলো sp², B* (5) → 1s²222
sp² সংকরিত B পরমাণুর তিনটি সংকর অরবিটালের সাথে তিনটি ফ্লোরিন পরমাণু সমযোজী বন্ধনে আবদ্ধ হয়ে BF3 অণু গঠিত হয়।
লুইস প্রতীকের মাধ্যমে বন্ধন গঠনটি হলো নিম্নরূপ:
F
B. +3: F-B-F
BF3 অণু ও ফ্লোরাইড আয়ন (F¯) এর মধ্যে সন্নিবেশ বন্ধন দ্বারা BF4 অ্যানায়ন গঠিত হয়ে থাকে। তখন B পরমাণুর খালি 2p2 অরবিটালে একটি
ইলেকট্রন যুক্ত হয়ে পড়ে। এ অবস্থায় B¯ আয়নের ইলেকট্রন বিন্যাস হয়, B¯ (5) → 1s22s2p2p2p
তখন B- আয়নে নতুনভাবে sp³ অরবিটাল সংকরণ ঘটে থাকে।
sp³ সংকরণের পর B¯ (5) → 1s²22222 হয়। তখন চারটি সংকর অরবিটালে চতুর্থ F পরমাণু সিগমা বন্ধনে আবদ্ধ হয়ে পড়ে।
সুতরাং উদ্দীপকের বিক্রিয়ার মাধ্যমে B এর sp² সংকরণ অবস্থার পরিবর্তন ঘটে sp³ সংকর অবস্থায় BF4 অ্যানায়ন গঠিত হয়।
নম্বর বণ্টন:",Chemistry
334,1461.jpg,10.0,,"CaC₂O₄ ⇌ Ca²⁺ + C₂O₄²⁻
S
S
S
দ্রাব্যতা গুণফল = S²
S² = 2.34 × 10⁻⁹
∴ S = 4.83 × 10⁻⁵ molL⁻¹
CaC₂O₄ এর দ্রাব্যতা = 4.83 × 10⁻⁵ × 128 gL⁻¹
= 618.24 × 10⁻⁵ gL⁻¹
1000 mL সম্পৃক্ত দ্রবণে দ্রবীভূত আছে 618.24 × 10⁻⁵ g CaC₂O₄
∴ 100 mL সম্পৃক্ত দ্রবণে দ্রবীভূত আছে \frac{618.24 × 10⁻⁵ × 100}{1000} g
= 6.1824 × 10⁻⁴ g CaC₂O₄
নম্বর বণ্টন:
S = 4.83 × 10⁻⁵ molL⁻¹; নির্ণয়ের জন্য ০২ নম্বর।
CaC₂O₄ এর দ্রাব্যতা= 618.24 × 10⁻⁵ gL⁻¹; নির্ণয়ের জন্য ০৪ নম্বর।
100 mL সম্পৃক্ত দ্রবণে দ্রবীভূত আছে= 6.1824 × 10⁻⁴ g CaC₂O₄; নির্ণয়ের জন্য ০৪ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Chemistry
355,1491.jpg,8.0,,"ধরি, মিশ্রণের শেষ তাপমাত্রা θ
m₁lf + m₁s (θ - θ₁) = m₂s (θ₂ - θ)
⇒ 0.015 × 336000 + 0.015 × 4200 × θ = 0.06 × 4200 (60 - θ) ⇒ θ = 32°C = 305 K
ΔS = \frac{m₁lf}{273} + m₁s ln\frac{305}{273} + m₂s ln\frac{305}{60+273} = 3.311 JK⁻¹ (Ans.)
[ s = 4200 JKg⁻¹K⁻¹]
[ m₁ = 0.015 g ]
[ m₂ = 0.06 g ]

নম্বর বণ্টনঃ
m₁lf + m₁s (θ - θ₁) = m₂s (θ₂ - θ) ; সূত্রের জন্য ০১ নম্বর।
মান বসানোর জন্য ০১ নম্বর।
θ = 32°C = 305 K ; নির্ণয়ের জন্য ০৩ নম্বর।
ΔS = \frac{m₁lf}{273} + m₁s ln\frac{305}{273} + m₂s ln\frac{305}{60+273} ; সূত্রের জন্য ০১ নম্বর।
মান বসানোর জন্য ০১ নম্বর।
ΔS = 3.311 JK⁻¹ নির্ণয়ের জন্য ০৩ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
367,1506.jpg,10.0,1505.0,"I →  1/2 →  1/8 ; A||B
A     B
এখন,
I = 1/8 (1-cos2θ)cos²θ
.. ম্যালাসের সূত্র প্রয়োগ করে পাই,
I = 1/8 (1 - cos2θ) × cos²θ ⇒ cos²θ = 1/2
.. θ = 45°
নম্বর বণ্টনঃ
I = 1/8 (1 - cos2θ) × cos²θ ; সূত্রের জন্য ০২ নম্বর।
মান বসানোর জন্য ০১ নম্বর।
θ = 45° নির্ণয়ের জন্য ০৭ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Physics
374,1516.jpg,10.0,,"(a) S = \frac{1000 W}{MV} = \frac{1000 \times 27}{98 \times \frac{100}{1.8}} = 4.959 M

(b) জারণ অর্ধবিক্রিয়া:
2I⁻ → I₂ + 2e⁻......(i)
বিজারণ অর্ধবিক্রিয়া:
2IO₃⁻ + 12H⁺ + 10e⁻ → I₂ + 6H₂O......(ii)
(i) × 5 + (ii) হতে,
10I⁻ + 2IO₃⁻ + 12H⁺ → 5I₂ + I₂ + 6H₂O
⇒ 2IO₃⁻ + 10I⁻ + 12H⁺ → 6I₂ + 6H₂O
:: IO₃⁻ + 5I⁻ + 6H⁺ → 3I₂ + 3H₂O

নম্বর বণ্টনঃ
(a) S = \frac{1000 W}{MV} ; লেখার জন্য ০১ নম্বর।
S = 4.959 M ; নির্ণয়ের জন্য ০৩ নম্বর।
(b) 2I⁻ → I₂ + 2e⁻ ; নির্ণয়ের জন্য ০২ নম্বর।
2IO₃⁻ + 12H⁺ + 10e⁻ → I₂ + 6H₂O ; নির্ণয়ের জন্য ০২ নম্বর।
IO₃⁻ + 5I⁻ + 6H⁺ → 3I₂ + 3H₂O ; নির্ণয়ের জন্য ০২ নম্বর।
[বি.দ্র. সূত্র না লিখে সরাসরি মান বসালে ও গ্রহণযোগ্য হবে। একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Chemistry
375,1517.jpg,10.0,,"(a); P₁V₁/T₁ = P₂V₂/T₂ [P₁ = 0.9 atm; P₂ = 1 atm; V₁ = 0.1839 dm³; T₁ = 288 K; T₂ = 273 K]
⇒ V₂ = P₁V₁T₂/(P₂T₁) = (0.9 × 0.1839 × 273)/(1 × 288) = 0.1569 dm³
(b);  Zn + H₂SO₄ → ZnSO₄ + H₂
(STP তে) = 0.1569 L = 7 × 10⁻³ mol
1 mol      1 mol
7 × 10⁻³ mol H₂ = 0.458 g Zn
% Zn = (0.458/2.5) × 100% = 18.32%
% Cu = (100 - 18.32)% = 81.68%
নম্বর বণ্টন:
(a)
P₁V₁/T₁ = P₂V₂/T₂; সূত্র লেখার জন্য ০১ নম্বর।
0.9 × 0.1839 × 273/(1 × 288); নির্ণয়ের জন্য ০২ নম্বর।
0.1569 dm³; নির্ণয়ের জন্য ০২ নম্বর।
(b)
1 mol H₂ = 1 mol Zn = 65.4 g Zn; নির্ণয়ের জন্য ০২ নম্বর।
Zn = 18.32%; নির্ণয়ের জন্য ০২ নম্বর।
Cu = 81.68%; নির্ণয়ের জন্য ০১ নম্বর।",Chemistry
379,1522.jpg,10.0,1521.0,"অ্যানোড: 3Sn<sup>2+</sup> → 3Sn<sup>4+</sup> + 6e<sup>−</sup>
ক্যাথোড: 2Fe<sup>3+</sup> + 6e<sup>−</sup> → 2Fe
.. E<sub>cell</sub> = E<sup>ο</sup><sub>cell</sub> − \frac{RT}{nF} ln \frac{[Sn<sup>4+</sup>]<sup>3</sup>}{[Fe<sup>3+</sup>]<sup>2</sup>[Sn<sup>2+</sup>]<sup>3</sup>}
= 0.15 + 0.036 − \frac{8.314 × (273+30)}{6 × 96500} ln \frac{(0.02)<sup>3</sup>}{(0.2)<sup>2</sup> × (0.1)<sup>3</sup>}
= −0.11 V
.:. E<sub>cell</sub> < 0
.. বিক্রিয়া স্বতঃস্ফূর্ত হবে না।
নম্বর বণ্টনঃ
E<sub>cell</sub> = E<sup>ο</sup><sub>cell</sub> − \frac{RT}{nF} ln \frac{[Sn<sup>4+</sup>]<sup>3</sup>}{[Fe<sup>3+</sup>]<sup>2</sup>[Sn<sup>2+</sup>]<sup>3</sup>} ; লেখার জন্য ০২ নম্বর।
E<sub>cell</sub> = −0.11 V ; নির্ণয়ের জন্য ০৫ নম্বর।
বিক্রিয়া স্বতঃস্ফূর্ত হবে না; নির্ণয়ের জন্য জন্য ০৩ নম্বর।
[বি.দ্র. সূত্র না লিখে সরাসরি মান বসালে ও গ্রহণযোগ্য হবে। একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Chemistry
381,1525.jpg,10.0,,"Na2CO3 + 2HCl → 2NaCl + H2O + CO2
X
44x
106
NaHCO3 + HCl → NaCl + H2O + CO2
25-x
44(25-x)
84
44x + 44 (25 - x) = PVM
106  84  RT
100
101.325
× 6 × 44
0.0821 × 298
44x + 44 (25-x) = 10.655; x = 22.44g
106  84
.: শতকরা পরিমাণ = 22.44 x 100% = 89.76%
25
নম্বর বণ্টন:
44x  + 44(25 - x) = PVM; নির্ণয়ের জন্য ০২ নম্বর।
106  84  RT
x = 22.44g ; নির্ণয়ের জন্য ০৪ নম্বর।
Na2CO3 এর শতকরা পরিমাণ = 89.76%; নির্ণয়ের জন্য ০৪ নম্বর।",Chemistry
384,1528.jpg,2.0,,"E_cell = E° - \frac{RT}{eF} ln \frac{[H^+]^2}{[Cu^{2+}]}
0.42 = 0.34 - \frac{0.0591}{2} log \frac{[H^+]^2}{0.1}
[H^+]^2 = 10^{\frac{0.08 \times 2}{0.0591}}; [H^+]^2 = 1.96 \times 10^{-4}M; [H^+] = 0.014M
[H_2SO_4] = 7.01 \times 10^{-3}M = 7.01 \times 10^{-3} \times 98 \times 10^3
S = 686.996 ppm \approx 687 ppm
নম্বর বণ্টন:
E_{cell} = E° - \frac{RT}{eF} ln \frac{[H^+]^2}{[Cu^{2+}]}; সূত্র লেখার জন্য ০২ নম্বর।
[H^+] = 0.014M ; নির্ণয়ের জন্য ০৪ নম্বর।
S = 687 ppm; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে অথবা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও সূত্রের জন্য বরাদ্দকৃত নম্বর পাবে।]",Chemistry
385,1529.jpg,10.0,,"যৌগটিতে – COOH মূলক আছে।
একমাত্র HCOOH টলেন বিকারককে বিজারিত করে।
HCOOH + Na2CO3 → HCOONa + CO2 + H2O
Δ
HCOOH + [Ag(NH3)2]OH → (NH4)2CO3 + Ag↓ + 2NH3 + H2O
নম্বর বণ্টন:
HCOOH যৌগটি শনাক্ত করার জন্য ০২ নম্বর।
২টি বিক্রিয়া সঠিকভাবে দেখানোর জন্য (০৪ × ০২) =০৮ নম্বর।",Chemistry
405,1554.jpg,3.0,,"S₁ = ∫₂₇₃²⁷³ ms(T)dT/T = ∫₂₇₃²⁷³ 5×(T³+4T²+4T)dT/T
= 5∫₂₇₃²⁷³ (T²+4T+4)dT = 3645416.667 JK⁻¹
S₂ = mlf/T = 5×10⁴/273 = 183.150J K⁻¹
S₃ = ∫₃₅₃²⁷³ ms(T)dT/T = ∫₃₅₃²⁷³ 5×e^(ln T⁻²) dT = ∫₃₅₃²⁷³ 5TdT = 1.252 × 10⁵ JK⁻¹
∴ S = S₁ + S₂ + S₃ = 3.77 × 10⁶ JK⁻¹

নম্বর বণ্টনঃ
S₁ = 3645416.667 JK⁻¹ নির্ণয় করার জন্য ০৩ নম্বর।
S₂ = 183.150J K⁻¹ নির্ণয় করার জন্য ০৩ নম্বর।
S₃ = 1.252 × 10⁵ JK⁻¹ নির্ণয় করার জন্য ০৩ নম্বর।
S = 3.77 × 10⁶ JK⁻¹ নির্ণয় করার জন্য ০১ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Physics
646,1898.jpg,10.0,,"এখানে, A⁻¹ =  /fraction{1}{4-3}/ [ 2  -1 ] = [ 2  -1 ]
                                      [ -3   2 ]   [ -3   2 ]

C⁻¹ =  /fraction{1}{4-5}/ [ -2  -1 ] = [ 2   1 ]
                                      [ -5  -2 ]   [ 5   2 ]

A = [ 2  1 ], C = [ -2  1 ], ABC = [ -2   4 ]
    [ 3  2 ]     [  5  -2 ]     [  3  -1 ]

এখানে, ABC = ABC ⇒ A⁻¹.ABC.C⁻¹ = A⁻¹.(ABC).C⁻¹
⇒ I.B.I = A⁻¹.(ABC).C⁻¹ .. B = A⁻¹.(ABC).C⁻¹

.: B = [ 2  -1 ][ -2   4 ][ 2  1 ]
       [ -3   2 ][  3  -1 ][ 5  2 ]

= [ -7   9 ][ 2  1 ] = [ 31  11 ]
   [ 12 -14 ][ 5  2 ]   [ -46 -16 ]

নম্বর বণ্টনঃ
2 -1
A⁻¹ = [      ] নির্ণয়ের জন্য ০২ নম্বর।
   -3  2

2 1
C⁻¹ = [      ] নির্ণয়ের জন্য ০২ নম্বর।
   5 2

B = A⁻¹.(ABC).C⁻¹ নির্ণয়ের জন্য ০২ নম্বর।

31  11
B = [      ] নির্ণয়ের জন্য ০৪ নম্বর।
  -46 -16",Math
647,1900.jpg,10.0,1899.0,"S=750
f₁ = \frac{V_{max}}{t₁} = 2 :: t₁ = \frac{V_{max}}{2}
আবার, f₂ = \frac{V_{max}}{t₂} = 4 :: t₂ = \frac{V_{max}}{4}
আবার, s = \frac{1}{2} × (t₁ + t₂) × V_{max}
⇒ 750 = \frac{1}{2} × (\frac{1}{2} + \frac{1}{4}) V_{max} × V_{max}
⇒ 750 = \frac{1}{2} × \frac{3}{4} V_{max}^2 ⇒ V_{max}^2 = 2000
:: V_{max} = 20\sqrt{5} ms⁻¹ (Ans.)
নম্বর বণ্টন:
t₁ এবং t₂; নির্ণয়ের জন্য (১.৫×০২) = ০৩ নম্বর।
s = \frac{1}{2} × (t₁ + t₂) × V_{max}; নির্ণয়ের জন্য ০৩ নম্বর।
V_{max} = 20\sqrt{5} ms⁻¹; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Math
661,1916.jpg,10.0,,"ধরি, গ্রাহকের তাপমাত্রা T₁ ও উৎসের তাপমাত্রা T₂ |
এখন, W = Q₁ × /fraction{1}{6} ⇒ /fraction{W}{Q₁} = /fraction{1}{6} = η
η = 1 - /fraction{T₁}{T₂} ⇒ /fraction{1}{6} = 1 - /fraction{T₁}{T₂}; আবার, /fraction{2}{6} = 1 - /fraction{T₁ - 62}{T₂}
⇒ /fraction{1}{3} = 1 - /fraction{T₁}{T₂} + /fraction{62}{T₂} ⇒ /fraction{1}{3} = /fraction{6}{6} + /fraction{62}{T₂}
.. T₂ = 372 K = 99°C & T₁ = 310K = 37°C
.. গ্রাহকের তাপমাত্রা 37°C I (Ans.)
নম্বর বণ্টনঃ
/fraction{2}{6} = 1 - /fraction{T₁ - 62}{T₂} ; লেখার জন্য ০৪ নম্বর।
T₂ = 372 K = 99°C ; নির্ণয় করার জন্য ০৩ নম্বর।
T₁ = 310K = 37°C ; নির্ণয় করার জন্য ০৩ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
663,1919.jpg,10.0,,"E = \frac{V}{d} = \frac{100}{0.01} NC^{-1} = 10000 NC^{-1}

বিকল্প: C = \frac{Q}{V} ⇒ Q = CV ⇒ Q = \frac{\epsilon_0 A}{d} \times V ⇒ \frac{Q}{\epsilon_0 A} = \frac{V}{d}

⇒ \epsilon_0 = \frac{V}{d} ⇒ E = \frac{V}{d} = \frac{100}{10 \times 10^{-3}} = 10^4 NC^{-1}

নম্বর বণ্টনঃ

E = \frac{V}{d} ; সূত্র লেখার জন্য ০৪ নম্বর।

E = 10000 NC^{-1} ; নির্ণয় করার জন্য ০৬ নম্বর।

[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও সূত্রের জন্য বরাদ্দকৃত নম্বর পাবে।]",Physics
679,1939.jpg,10.0,,"দেওয়া আছে, Mo₂ = 32, to₂ = 80 sec, tmixture = 85 sec
Xo₂= 0.8, Xunknown = 0.2, Munknown = W
Mmixture = X02 × MO₂ + Xunknown × Munknown = 0.8 × 32 + 0.2 × W = 25.6 + 0.2 × W
We know, √(Mo₂/Mmixture) = (to₂/tmixture)  => 32/(0.2W + 25.6) = (80/85)^2
=> 0.2W + 25.6 = 36.125 => 0.2W = 10.525 => W = 52.625g (Ans.)
.. নির্ণেয় অজানা গ্যাসের আণবিক ভর = 52.625
নম্বর বণ্টন:
Mmixture = X02 × MO₂ + Xunknown × Munknown; সূত্রের জন্য ০১ নম্বর।
Mmixture = 25.6 + 0.2 × W; নির্ণয়ের জন্য ০৪ নম্বর।
√(Mo₂/Mmixture) = (to₂/tmixture); সূত্রের জন্য ০১ নম্বর।
অজানা গ্যাসের আণবিক ভর = 52.625; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
685,1950.jpg,10.0,1949.0,"[0, π] ব্যবধিতে sin x ও sin(-x) দ্বারা আবদ্ধ ক্ষেত্রফল,
A<sub>1</sub> = ∫<sub>0</sub><sup>π</sup> {sin x - sin (-x)}dx = [- cos x − cos (-x)]<sub>0</sub><sup>π</sup>
= {− cos π − cos (-π)} - {cos 0 − cos (-0)}
= {- (-1) - (-1)} - {-1 - 1} = 2 - (-2) = 4 বর্গ একক
:: [0, 2π] ব্যবধিতে আবদ্ধ ক্ষেত্রফল = (2 × 4) বর্গ একক = 8 বর্গ একক
নম্বর বণ্টনঃ
A<sub>1</sub> = {− cos π − cos (-π)} - {cos 0 − cos (-0)}; নির্ণয় করার জন্য 04 নম্বর।
A<sub>1</sub> = 4 বর্গ একক; নির্ণয় করার জন্য 02 নম্বর।
[0, 2π] ব্যবধিতে আবদ্ধ ক্ষেত্রফল = 8 বর্গ একক; নির্ণয় করার জন্য 04 নম্বর।
[বিদ্র: বর্গ একক না লিখলে বা ভুল একক লিখলে 01 নম্বর কর্তন করা হবে।]",Math
690,1956.jpg,5.0,1955.0,"মডেলটির খণ্ডিত অংশটি উপবৃত্তকার আকৃতির। BB' ও AA' বরাবর রেখা দুটি উপবৃত্তের অক্ষ।
মনে করি, p(x, y) উপবৃত্তের উপর যেকোনো বিন্দু এবং উপকেন্দ্র s (0,2), উৎকেন্দ্রিকতা, e = /frac{1}{2/}, এবং PM, নিয়ামক রেখা y + 4 = 0 এর উপর
লম্ব।
এখানে, SP = eP M
⇒√(x - 0)² + (y-2)² = /frac{1}{2/} × /frac{y+4}{√12/}
⇒√x² + (y - 2)² = /frac{y+4}{2/} ⇒ x² + (y − 2)² = /frac{y²+8y+16}{4/}
⇒ 4x² + 4y² - 16y + 16 - y² - 8y - 16 = 0
⇒ 4x² + 3y² - 24y = 0 ⇒ 4x² + y² - 8y = 0
⇒ 4x² + (y - 4)² = 16 ⇒ /frac{x²}{3/} + /frac{(y-4)²}{16/} = 1
⇒ /frac{x²}{(2√3)²/} + /frac{(y-4)²}{4²/} = 1 উপবৃত্তের বৃহৎ অক্ষের সমীকরণ, x = 0 ... (i)
এখন, /frac{0²}{(2√3)²/} + /frac{(y-4)²}{4²/} = 1 ⇒ (y - 4)² = 4² ⇒ y - 4 = ±4
∴ y = 8,0 তাহলে, B (0,8) ও B (0,0) (Ans.)
নম্বর বণ্টন:
√(x - 0)² + (y-2)² = /frac{1}{2/} × /frac{y+4}{√12/}; নির্ণয়ের জন্য ০২ নম্বর।
/frac{x²}{12/} + /frac{(y-4)²}{16/} = 1; নির্ণয়ের জন্য ০৪ নম্বর।
y = 8,0 তাহলে, B (0,৪) ও B (0,0) নির্ণয়ের জন্য ০৪ নম্বর।",Math
702,1973.jpg,10.0,1972.0,"0.5 × 9.8 − T₁ = 0.5 × a .... (i)
T₁ − T₂ − 0.1 × 9.8 × sin 30° − 0.1 × 9.8 × 0.15 × cos 30° = 0.1a... (ii)
T₂ − 50 × 10⁻³ × 9.8 = 50 × 10⁻³ × a ... (iii)
এখন, (i) + (ii) + (iii) ⇒
(0.5 × 9.8) − (0.1 × 9.8 × sin 30°) − (0.1 × 9.8 × 0.15 × cos 30°) − (50 × 10⁻³ × 9.8)
= (0.5 + 0.1 + 50 × 10⁻³)a
∴ a = 5.835 ms⁻²
নম্বর বণ্টনঃ
(i), (ii), (iii); লেখার জন্য (০১০ ০৩) = ০৩ নম্বর।
(0.5 × 9.8) − (0.1 × 9.8 × sin 30°) − (0.1 × 9.8 × 0.15 × cos 30°) − (50 × 10⁻³ × 9.8); লেখার জন্য ০৩ নম্বর।
a = 5.835 ms⁻²; নির্ণয় করার জন্য ০৪ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Physics
704,1975.jpg,10.0,,"1/2 kx² = 1/2 mv² ⇒ v = √(260 × 0.03²)/0.012
v = 4.41 ms⁻¹
v² = u² - 2ax ⇒ a = 4.41²/2 × 0.04
a = 243.101 ms⁻²; u² = v² + 2ax'
u² = 0 + 2 × 243.101 × 0.16
u = 8.82 ms⁻¹; 1/2 kx² = 1/2 mu²
x = √(12 × 10⁻³ × 8.82²)/260 ; x = 0.06 m
আরো সংকুচিত করতে হবে = 6 - 3 = 3 cm
বিকল্প:
1/2 kx₁² / 1/2 kx₂² = F × 0.16 / F × 0.04 ⇒ x₂²/x₁² = 4 ⇒ x₂ = 2x₁ = 6 cm
Δx = 3 cm (Ans.)
নম্বর বণ্টনঃ
v = 4.41 ms⁻¹; নির্ণয় করার জন্য ০২ নম্বর।
x = 0.06 m; নির্ণয় করার জন্য ০৫ নম্বর।
আরো সংকুচিত করতে হবে = 3 cm; নির্ণয় করার জন্য ০৩ নম্বর।
[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]
বিকল্প নম্বর বণ্টনঃ
1/2 kx₁² / 1/2 kx₂² = F × 0.16 / F × 0.04 ; নির্ণয় করার জন্য ০৩ নম্বর।
x₂ = 6 cm; নির্ণয় করার জন্য ০৪ নম্বর।",Physics
722,1997.jpg,10.0,,"LiAlH4
(a) HCHO ———> CH3OH ———> CH3Cl ———> CH3CN ———> 

CH3COOH ———> CH3CHO

[O]
[O]
(b) CH3CH2OH ———> CH3CHO ———> CH3COOH ———> 

KOH(aq)
CH3CONH2 ———> CH3NH2 ———> CH3OH

NH3
Δ
Br2
HNO2

নম্বর বণ্টনঃ
(a) মিথান্যাল থেকে ইথান্যাল প্রস্তুতির জন্য ০৫ নম্বর।
(b) ইথানল থেকে মিথানল প্রস্তুতির জন্য ০৫ নম্বর।",Chemistry
