question_id,image_filename,Marks,solution_image_id,solve_text,subject
40,1997.jpg,10.0,,"LiAlH4
(a) HCHO ———> CH3OH ———> CH3Cl ———> CH3CN ———> 

CH3COOH ———> CH3CHO

[O]
[O]
(b) CH3CH2OH ———> CH3CHO ———> CH3COOH ———> 

KOH(aq)
CH3CONH2 ———> CH3NH2 ———> CH3OH

NH3
Δ
Br2
HNO2

নম্বর বণ্টনঃ
(a) মিথান্যাল থেকে ইথান্যাল প্রস্তুতির জন্য ০৫ নম্বর।
(b) ইথানল থেকে মিথানল প্রস্তুতির জন্য ০৫ নম্বর।",Chemistry
28,2035.jpg,10.0,2034.0,".. সর্বোচ্চ ইলেকট্রন সংখ্যা = 32
নম্বর বণ্টন:
N - শেলে সম্ভাব্য সর্বোচ্চ ইলেকট্রন সংখ্যা কোয়ান্টাম সংখ্যার সাহায্যে নির্ণয়ের জন্য ১০ নম্বর।",Chemistry
29,2036.jpg,10.0,,"দ্রবণে চিনির পরিমাণ
বা,
দ্রবণে চিনির পরিমাণ
দ্রাবক পানির পরিমাণ
অর্থাৎ,
পানিকে সম্পৃক্ত করতে চিনির পরিমাণ
পানিকে সম্পৃক্ত করতে চিনির পরিমাণ
নির্ণেয় দ্রাব্যতা
চিনি/
নম্বর বণ্টনঃ
দ্রবণে চিনির পরিমাণ
; নির্ণয় করার জন্য ০২ নম্বর।
দ্রাবক পানির পরিমাণ
; নির্ণয় করার জন্য ০২ নম্বর।
দ্রাব্যতা
চিনি/
; নির্ণয় করার জন্য ০৬ নম্বর।
[বিদ্রঃ একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]
[
এর",Chemistry
30,2037.jpg,10.0,,"(a) এখানে P₁ = 109.25kPa, V₁ = 5000dm³, T₁ = 253K,P₂ = 101.325kPa, T₂ = 273K
/frac{P₁V₁}{T₁} = /frac{P₂V₂}{T₂} ⇒ V₂ = /frac{P₁V₁T₂}{T₁P₂} = 5817.24dm³
যেহেতু গ্যাস সিলিন্ডার দিয়ে বেলুন পূর্ণ করার সময় গ্যাস সিলিন্ডারের আয়তনের সমান পরিমাণ গ্যাস সিলিন্ডারে অবশিষ্ট থেকে যাবে,
.. কার্যকর গ্যাসের আয়তন = (5817.24-5000)dm³ = 817.24dm³
:: বেলুন পূর্ণ করা যাবে = /frac{817.24}{60} টি = 13.62, অর্থাৎ 13 টি (Ans.)
(b) (100-V)P = 2P (56.5 - V)
⇒ 100 - V = 113 - 2V
⇒ V = 13 cm³ [কাচের বলের আয়তন] (Ans.)
নম্বর বণ্টনঃ
(a) V₂ = 5817.24dm³; নির্ণয়ের জন্য ০২ নম্বর।
কার্যকর গ্যাসের আয়তন = 817.24dm³; নির্ণয়ের জন্য ০২ নম্বর।
বেলুন পূর্ণ করা যাবে = 13.62, অর্থাৎ 13 টি; নির্ণয়ের জন্য ০২ নম্বর।
(b) কাচের বলের আয়তন, V = 13 cm³; নির্ণয়ের জন্য ০৪ নম্বর।
[বি.দ্র. একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
31,2038.jpg,10.0,,"(a)
ক্ষারের শক্তিমাত্রা: ClO⁻₄ < ClO⁻₃ < ClO⁻₂ < ClO⁻

(b) HPO₂⁻ ও HCO₃⁻ উভধর্মী।
NH₃ + HPO₂⁻ ⇌ PO₃⁻ + NH₄⁺
HCl + HPO₂⁻ ⇌ Cl⁻ + H₂PO₄⁻
NH₃ + HCO₃⁻ ⇌ CO₃²⁻ + NH₄⁺
HCl + HCO₃⁻ ⇌ Cl⁻ + H₂CO₃

(c) HNO₃ → NO₃⁻; C₂H₂O₄ → C₂HO₄⁻
H₃O⁺ → H₂O; CH₃COOH → CH₃COO⁻

নম্বর বণ্টনঃ
(a) ClO⁻₄ < ClO⁻₃ < ClO⁻₂ < ClO⁻; নির্ণয়ের জন্য (০.৫×৪) = ০২ নম্বর।
(b) HPO₂⁻ ও HCO₃⁻; চিহ্নিত করার জন্য (০.৫× ০২) = ০১ নম্বর।
HPO₂⁻ ও HCO₃⁻ উভধর্মী বিক্রিয়াসহ লেখার জন্য (১.৫× ০২) = ০৩ নম্বর।
(c) যৌগগুলোর অনুবন্ধী ক্ষারকের সংকেত লেখার জন্য (০১× ০৪) = ০৪ নম্বর।",Chemistry
32,2039.jpg,10.0,,"P = \frac{780}{760} atm, V = 500 cc = 0.5L, T = 300 K
Zn + H_2SO_4 = ZnSO_4 + H_2↑
⇒ n_{Zn} = n_{H_2} ⇒ \frac{W_{Zn}}{M_{Zn}} = \frac{PV}{RT} ⇒ \frac{W_{Zn}}{65.4} = \frac{\frac{780}{760} \times 0.5}{0.0821 \times 300} :: W_{Zn} = 1.362587345 g
নম্বর বণ্টনঃ
n_{Zn} = n_{H_2} ; লেখার জন্য ০২ নম্বর ।
\frac{W_{Zn}}{M_{Zn}} = \frac{PV}{RT} ; নির্ণয়ের জন্য ০২ নম্বর ।
W_{Zn} = 1.362587345 g ; নির্ণয়ের জন্য ০৬ নম্বর ।
[বি.দ্র. একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে]",Chemistry
33,2040.jpg,4.0,,"প্রিজারভেটিভ প্রকারভেদ অনুমোদিত মাত্রা
সোডিয়াম সরবেট → অ্যান্টিমাইক্রোবিয়াল → 200 ppm
TBHQ → অ্যান্টিঅক্সিডেন্ট (কৃত্রিম) → 100 ppm
টকোফেরল → প্রাকৃতিক অ্যান্টিঅক্সিডেন্ট→ 1000mg
পটাশিয়াম বাইসালফাইট → অ্যান্টিমাইক্রোবিয়াল → 200 ppm
BHA → কৃত্রিম অ্যান্টিঅক্সিডেন্ট → 100 ppm
নম্বর বণ্টনঃ
প্রিজারভেটিভগুলোর প্রকারভেদ এবং অনুমোদিত মাত্রা লেখার জন্য (০২× ০৫) = ১০ নম্বর।",Chemistry
34,2041.jpg,2.0,,"Al(OH)3 <=> Al^{3+} + 3OH^{-}
K_{sp} = [Al^{3+}][OH^{-}]^{3}
2 \times 10^{-32} = 0.2s(0.6s)^{3}
s = 2.608 \times 10^{-8}M
[OH^{-}] = 1.565 \times 10^{-8}M
pH = 14 + log[OH^{-}]
= 14 + log(10^{-7} + 1.565 \times 10^{-8})
= 7.06315",Chemistry
35,2042.jpg,6.0,,"ব্যবহৃত গ্যাসের ভর = (35.4 - 29.6)kg = 5.8kg = 5800g
বিউটেন (C<sub>4</sub>H<sub>10</sub>) এর আণবিক ভর = 58 gmol<sup>-1</sup>
:: বিউটেনের ব্যবহৃত মোল সংখ্যা = /fraction{5800}{58} = 100 mol
সাধারণ ব্যবহারিক শর্তে,
নির্গত গ্যাসের চাপ, P = 1 atm = 101325 Pa, তাপমাত্রা, T = (27 + 273)K = 300K
:: ব্যবহৃত গ্যাসের আয়তন, V = /fraction{nRT}{P} = /fraction{100 × 8.314 × 300}{101325} m³ = 2.46158 m³
এবং, সিলিন্ডারে এক সপ্তাহ পরও তরল বিউটেন আছে, তাই অবশিষ্ট গ্যাসের চাপ 2.65 atm-ই থাকবে।
নম্বর বণ্টনঃ
বিউটেনের ব্যবহৃত মোল সংখ্যা = 100 mol; নির্ণয় করার জন্য ০৩ নম্বর।
V = 2.46158 m³; নির্ণয় করার জন্য ০৫ নম্বর।
সিলিন্ডারে এক সপ্তাহ পরও তরল বিউটেন আছে, তাই অবশিষ্ট গ্যাসের চাপ 2.65 atm-ই থাকবে; লেখার জন্য ০২ নম্বর।
বিদ্রঃ একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Chemistry
36,2043.jpg,10.0,,"(a) E = E°<sub>Fe/Fe<sup>2+</sup></sub> + E°<sub>Cu<sup>2+</sup>/Cu</sub> = 0.55 + 0.447 = 0.997 V
[Fe<sup>2+</sup>] = [Cu<sup>2+</sup>] = 0.4M .:. log ([Fe<sup>2+</sup>]/[Cu<sup>2+</sup>]) = 0]

(b) E = E° - (0.0591/n) log ([Fe<sup>2+</sup>]/[Sn<sup>2+</sup>]) = (0.55 - 0.15) - (0.0591/2) log (0.4/1) = 0.41176 V [Ans.]

নম্বর বণ্টন:
(a)
E = E°<sub>Fe/Fe<sup>2+</sup></sub> + E°<sub>Cu<sup>2+</sup>/Cu</sub>  সূত্র লেখার জন্য ০২ নম্বর।
E = 0.997 V নির্ণয়ের জন্য ০৩ নম্বর।

(b)
E = E° - (0.0591/n) log ([Fe<sup>2+</sup>]/[Sn<sup>2+</sup>]) সূত্র লেখার জন্য ০২ নম্বর।
E = 0.41176 V নির্ণয়ের জন্য ০৩ নম্বর।

[বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে। সূত্র না লিখে সরাসরি মান বসালেও গ্রহণযোগ্য হবে।]",Chemistry
37,2045.jpg,10.0,2044.0,"উভয়টিতেই মেটা স্থানে ইলেকট্রন ঘনত্ব তুলনামূলক বেশি। ফলে – NO2, – CHO মেটা নির্দেশক।
নম্বর বণ্টন:
- NO2 মূলক এর রেজোন্যান্স এর ৫টি ধাপ দেখানোর জন্য ০৪ নম্বর।
- CHO মূলক এর রেজোন্যান্স এর ৫টি ধাপ দেখানোর জন্য ০৪ নম্বর।
উভয়টিতেই মেটা স্থানে ইলেকট্রন ঘনত্ব তুলনামূলক বেশি। ফলে – NO2, – CHO একটি মেটা নির্দেশক লেখার জন্য ০২ নম্বর।",Chemistry
38,2047.jpg,6.0,2046.0,"(i) AlCl3 এ Al<sup>3+</sup> আয়নের চার্জ ঘনত্ব অনেক বেশি হওয়ায় পোলারায়নের জন্য এতে সমযোজী বৈশিষ্ট্যের উদ্ভব হয়। AlCl3 যৌগে Al এর যোজ্যতাস্তরে ছয়টি ইলেকট্রন থাকায় অষ্টক পূরণ করার জন্য পাশের AlCl3 এর C1 পরমাণুর মুক্ত ইলেকট্রনজোড়ের সঙ্গে সন্নিবেশ বন্ধন গঠন করে। ২য় AlCl3 অণু ও একই কাজ করে গঠিত হয় Al₂C16 ডাইমার।

(ii) Na ধাতুকে বাতাসে রাখা হলে O₂ এর সঙ্গে বিক্রিয়া করে Na₂O ও CO₂ এর সঙ্গে বিক্রিয়ায় Na2CO3 গঠিত হয়। আবার ধাতব Na, H₂O এর সঙ্গে বিক্রিয়ায় NaOH ও H₂ গঠন করে, যা তাপোৎপাদী। তাই ধাতব Na কে বিশুদ্ধ অবস্থায় রাখার জন্য কেরোসিনে সংরক্ষণ করতে হয়।
Na + O<sub>2</sub> → Na<sub>2</sub>O
Na<sub>2</sub>O + CO<sub>2</sub> → Na<sub>2</sub>CO<sub>3</sub>
Na + H<sub>2</sub>O → NaOH + H<sub>2</sub> (তাপোৎপাদী)
নম্বর বণ্টনঃ
AlCl3 ডাইমার গঠন করার কারণ লেখার জন্য ০৫ নম্বর।
Na ধাতুকে কেরোসিনে সংরক্ষণ করার কারণ লেখার জন্য ০৫ নম্বর।",Chemistry
39,2048.jpg,2.0,,"2NO2  ⇌  N2O4
3     1
3-2a   1+a
:: Kc = (1+a)/(3-2a)^2
⇒ 5(3-2a)^2 = 1+a ⇒ 5(9-12a+4a^2) = 1+a
⇒ 45-60a+20a^2 = 1+a ⇒ a = 1.88, 1.17
a = 1.17 mol [1.88 গ্রহণযোগ্য নয়]
হঠাৎ তাপমাত্রা 30°C হলে, Kc = 7 কিন্তু Qc = 5
:: Kc > Qc; বিক্রিয়া আবারো সম্মুখমুখী হবে।
2NO2  ⇌  N2O4
0.66     2.17
(0.66-2x)  (2.17+x)
Now, Kc = (2.17+x)/(0.66-2x)^2
7 = (2.17+x)/(0.66-2x)^2 ⇒ 7(0.66^2 -2.64x +4x^2) = 2.17+x
⇒ 3.05 -18.48x +28x^2 = 2.17+x
⇒ 28x^2 -19.48x +0.88 = 0
.. x = 0.647, 0.0486
.. x = 0.0486 mol [x = 0.647 গ্রহণযোগ্য নয়]
.: N2O4 = (2.17+0.0486) mol = 2.2186 mol (Ans.)
নম্বর বণ্টন:
a = 1.17 mol [1.88 গ্রহণযোগ্য নয়] নির্ণয়ের জন্য ০৩ নম্বর।
Kc > Qc; বিক্রিয়া আবারো সম্মুখমুখী হবে নির্ণয়ের জন্য ০২ নম্বর।",Chemistry
40,2049.jpg,10.0,,"প্রথমে অ্যামোনিয়া মিশ্রিত Cu2Cl2 দ্রবণে (Cu(NH3)2Cl¯) তিনটি যৌগ চালনা করলে ইথাইন বিক্রিয়া করবে এবং লাল অধঃক্ষেপ হবে। অন্যগুলো বুদবুদ
আকারে বেরিয়ে যাবে। লাল বর্ণের অধঃক্ষেপকে পৃথক করে লঘু HCI সহ উত্তপ্ত করে ইথাইন গ্যাস পাওয়া যায়।
H-C=C-H (g) + Cu(NH3)2Cl → Cu - C = C - Cu(s)↓ (লাল) + NH4Cl (aq) + NH3(g)
Cu. C = C. Cu (s) + 2HCl(aq) → H - C = C - H (g) + 2CuCl (aq)। বুদবুদ আকারে উৎপন্ন ইথাইন গ্যাসকে পানি অপসারণ
প্রক্রিয়ায় সংগ্রহ করা হয়।
তারপর ইথেন আর ইথিনকে গাঢ় H2SO4 এর মধ্য দিয়ে চালনা করলে, ইথিন বিক্রিয়া করে, ইথাইল হাইড্রোজেন সালফেট উৎপন্ন করে এবং ইথেন গ্যাসটি বুদবুদ
আকারে বেরিয়ে যায়। সেই ইথেন গ্যাস পানি অপসারণ প্রক্রিয়ায় সংগ্রহ করার জন্য আলাদা ব্যবস্থা থাকে।
25°C
CH2 = CH2+H2SO4→ CH3CH2-O- SO3H
আবার, একে 160°C তাপমাত্রায় উত্তপ্ত করলে, ইথিন পাওয়া যায়।
(160-170)°C
CH3CH2O - SO3H
→ CH2=CH2 + H2SO4
বুদবুদ আকারে নির্গত ইথিন গ্যাসকে পানি অপসারণ প্রক্রিয়ায় সংগ্রহ করা হয়।
নম্বর বণ্টন:
তিনটি গ্যাস মিশ্রণ থেকে আলাদা করণ বিক্রিয়াসহ দেখানোর জন্য (০৩+০৩+০৪) = ১০ নম্বর।
[বিঃদ্র: তাপমাত্রা না লিখলে বা ভুল তাপমাত্রা লিখলে ০১ নম্বর কর্তন করা হবে]",Chemistry
28,2085.jpg,10.0,,"বেলুনটির সর্বোচ্চ আয়তন = 25/7 m³ = 35m³
. P₁V₁ = P2V2 ⇒ P2 = (P₁V₁)/V₂ = (1.75×25)/35 = 1.25 atm
ধরি, h উচ্চতায় উঠার পর বেলুনটি ফেটে যাবে।
চাপ হ্রাস = (1.75 - 1.25)atm = 0.5 atm
এখন, 0.5 atm চাপ হ্রাস পায় 100cm বা 1m উচ্চতার জন্য
.. 0.5 atm চাপ হ্রাস পায় = (0.5/760) m = 760m উচ্চতার জন্য
.. বেলুনটি 760m উচ্চতায় উঠার পর ফেটে যাবে।
নম্বর বণ্টনঃ
বেলুনটির সর্বোচ্চ আয়তন = 35m³; নির্ণয়ের জন্য ০২ নম্বর।
P2 = 1.25 atm; নির্ণয়ের জন্য ০৪ নম্বর।
বেলুনটি 760 m উচ্চতায় উঠার পর ফেটে যাবে; নির্ণয়ের জন্য ০৪ নম্বর।
বিদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।",Chemistry
29,2086.jpg,10.0,,"C_xH_y + (x + \frac{y}{4})O_2 = xCO_2 + \frac{y}{2}H_2O

∴ 10 আয়তন C_xH_y, 10(x + \frac{y}{4}) আয়তন O_2 দ্বারা বিস্ফোরিত হয়ে, 10x আয়তন CO₂ এবং 10\frac{y}{2} আয়তন H_2O উৎপন্ন করে।

এখন বিস্ফোরণের পর হ্রাসকৃত আয়তন = বাষ্পের আয়তন (H₂O) এবং ক্ষার দ্রবণে চালনার ফলে হ্রাসকৃত আয়তন = বিক্রিয়ায় উৎপন্ন CO₂ এর আয়তন।

.:: 10x = 50 বা, x = 5 এবং 10\frac{y}{2} = 40

.: y = 8 .. আণবিক সংকেত C_5H_8।

নম্বর বণ্টনঃ

10 আয়তন C_xH_y, 10 (x + \frac{y}{4}) আয়তন O_2 দ্বারা বিস্ফোরিত হয়ে, 10x আয়তন CO_2 এবং 10\frac{y}{2} আয়তন H_2O উৎপন্ন করে; লেখার জন্য ০২ নম্বর।

x = 5; নির্ণয়ের জন্য ০৩ নম্বর।

y = 8; নির্ণয়ের জন্য ০৩ নম্বর।

আণবিক সংকেত C_5H_8; লেখার জন্য ০২ নম্বর।",Chemistry
30,2087.jpg,10.0,,"বাস্তব গ্যাসের জন্য, PV = ZnRT ⇒ Z = /fraction{PV}{nRT} = /fraction{99/101.325 × 30}{1 × 0.0821 × 300} = 1.19 > 1
অতএব, গ্যাসটি আদর্শ গ্যাস অপেক্ষা কম পেষণযোগ্য এবং আদর্শ আচরণ থেকে বিচ্যুতির মাত্রা = |1 - z| = |1 - 1.19| = 0.19
নম্বর বণ্টনঃ
PV = ZnRT ; সূত্রটি লেখার জন্য ০১ নম্বর।
পেষণযোগ্যতা, Z = 1.19; নির্ণয় করার জন্য ০২ নম্বর।
Z > 1; নির্ণয় করার জন্য ০২ নম্বর।
আদর্শ আচরণ থেকে বিচ্যুতির মাত্রা = |1 - z| = |1 - 1.19| = 0.19
; নির্ণয় করার জন্য ০৫ নম্বর।",Chemistry
31,2089.jpg,10.0,2088.0,"invertase
(i) H2O + C12H22O11  →  C6H12O6 + C6H12O6
37°C
zymase
(ii) C6H12O6  →  2 CH3CH2OH + 2CO2
20-24°C
(iii) CH3CH2OH + O2  →  CH3COOH + H₂O
acetobacter
নম্বর বণ্টনঃ
(i) ও (ii); নির্ণয়ের জন্য (০৩× ০২) = ০৬ নম্বর।
(iii); নির্ণয়ের জন্য ০৪ নম্বর।",Chemistry
32,2090.jpg,10.0,,"(a) বিজারণ অর্ধবিক্রিয়া:
MnO₄⁻ + 3e⁻ + 4H⁺ → MnO₂ + 2H₂O · · · (i)
জারণ অর্ধবিক্রিয়া:
SO₃²⁻ + H₂O → SO₄²⁻ + 2H⁺ + 2e⁻···(ii)
(i) x 2 + (ii) × 3 ⇒ 2MnO₄⁻ + 3SO₃²⁻ + 8H⁺ + 3H₂O → 2MnO₂ + 3SO₄²⁻ + 4H₂O + 6H⁺
⇒ 2MnO₄⁻ + 3SO₃²⁻ + 2H⁺ → 2MnO₂ + 3SO₄²⁻ + H₂O
⇒ 2MnO₄⁻ + 3SO₃²⁻ + H₂O → 2MnO₂ + 3SO₄²⁻ + 2OH⁻
(b)
N (7) - 1s² 2s² 2pₓ¹ 2pᵧ¹ 2p₂¹
O (8) - 1s² 2s² 2pₓ² 2pᵧ¹ 2p₂¹
নাইট্রোজেন পরমাণুর বহিস্তরে তিনটি অরবিটালে তিনটি ইলেকট্রন সুষমভাবে বিন্যস্ত। এ তিন অরবিটালে ইলেকট্রন মেঘের ঘনত্ব যেমন সমান তেমনি ইলেকট্রনের
ঘূর্ণনের দিকও একই। ফলে এর কাঠামো প্রতিসম এবং সুস্থিত, কিন্তু অক্সিজেনের তা নয়। তাই নাইট্রোজেন পরমাণু থেকে ইলেকট্রন সরানো কঠিন। এজন্য এর প্রথম
আয়নীকরণ শক্তি উচ্চ। [N > O]
নম্বর বণ্টনঃ
(a) জারণ অর্ধবিক্রিয়া লেখার জন্য ০১ নম্বর।
বিজারণ অর্ধবিক্রিয়া লেখার জন্য ০১ নম্বর।
পূর্ণ বিক্রিয়াটি লেখার জন্য ০৩ নম্বর।
(b) নাইট্রোজেন পরমাণুর বহিস্তরে তিনটি অরবিটালে তিনটি ইলেকট্রন সুষমভাবে বিন্যস্ত লেখার জন্য ০২ নম্বর।
এ তিন অরবিটালে ইলেকট্রন মেঘের ঘনত্ব যেমন সমান তেমনি ইলেকট্রনের ঘূর্ণনের দিকও একই লেখার জন্য ০২ নম্বর।
ফলে এর কাঠামো প্রতিসম এবং সুস্থিত, কিন্তু অক্সিজেনের তা নয়। তাই নাইট্রোজেন পরমাণু থেকে ইলেকট্রন সরানো কঠিন লেখার জন্য ০১ নম্বর।",Chemistry
33,2092.jpg,4.0,2091.0,"CH3
|
CH3- C = CH2
(X)

O3
Zn
||
CH3- C + HCHO + ZnO
CH3
(Z)
(Y)

OMgX
OH
H2O
CH3CHO + RMgX → CH3- CH - R → CH3-CH - R
H+
(2° alcohol)

নম্বর বণ্টন:
৩টি যৌগ চিহ্নিত করলে (০২ × ০৩) = ০৬ নম্বর।
Y যৌগের পরবর্তী সমগোত্রক থেকে 2° অ্যালকোহল প্রস্তুতি সমীকরণসহ লিখলে ০৪ নম্বর।",Chemistry
34,2094.jpg,7.5,2093.0,"Fe (26) → [Ar]3d<sup>6</sup>4s<sup>2</sup>
111111 11
CO strong-field লিগ্যান্ড। যার প্রভাবে ইলেকট্রন সমূহ পুনর্বিন্যস্ত হয়।
Fe<sup>+</sup> (26) → [Ar] 11111 ::
dsp<sup>3</sup> hybridization
নম্বর বণ্টন:
Fe(CO)<sub>5</sub> এর গঠন, সংকরায়ন, আকৃতি ও চৌম্বকত্ব বিশ্লেষণ করলে (২.৫× ৪) = ১০ নম্বর।",Chemistry
35,2095.jpg,7.5,,"(a) CH3CH2CH2OH  KMnO4, (Acidic) or, K2Cr2O7 (Acidic)  CH3CH2COOH
Δ
(b) CH3CH2CHO+ [Ag(NH3)2]OH → Ag ↓ + CH3CH2COONH4+ NH3 + H2O
Δ
অথবা, H3CH2CHO + Cu(OH)2 + NaOH → CH3CH2COONa + Cu2O ↓ + H2O
(c) CH3CH2COOH  PC15  → CH3CH2COC1
(d) মিথাইল অ্যামিন (CH3NH2)
নম্বর বণ্টন:
০৪টি উত্তর সঠিকভাবে লেখার জন্য; (২.৫০ ০৪) = ১০ নম্বর।
(reddish)",Chemistry
36,2096.jpg,10.0,,"125 mL ভিনেগার দ্রবণের ভর = (125 × 1.007)g = 125.875g
তাহলে, 125.875 g দ্রবণে ইথানোয়িক এসিড আছে 7.85 g
.: 100g দ্রবণে ইথানোয়িক এসিড আছে /fraction{7.85× 100}{125.875} g = 6.236 g
.. ইথানোয়িক এসিডের শতকরা পরিমাণ = 6.236% (w/w) (Ans.)
এখন, 100g সম্পৃক্ত দ্রবণে পানি আছে = (100-6.236) = 93.764 g
তাহলে, 93.764g পানিতে সর্বোচ্চ ইথানোয়িক এসিড দ্রবীভূত থাকে 6.236 g
.: 100g পানিতে সর্বোচ্চ ইথানোয়িক এসিড দ্রবীভূত থাকে /fraction{6.236× 100}{93.764} g = 6.65 g
সুতরাং, ইথানোয়িক এসিডের দ্রাব্যতা = 6.65g/100g H2O (Ans.)
নম্বর বণ্টনঃ
125 mL ভিনেগার দ্রবণের ভর = 125.875g; নির্ণয়ের জন্য ০২ নম্বর।
ইথানোয়িক এসিডের শতকরা পরিমাণ = 6.236% (w/w); নির্ণয়ের জন্য ০৪ নম্বর।
ইথানোয়িক এসিডের দ্রাব্যতা = 6.65g/100g H₂O; নির্ণয়ের জন্য ০৪ নম্বর।
[বিঃদ্র: একক না লিখলে বা ভুল একক লিখলে ০১ নম্বর কর্তন করা হবে।]",Chemistry
37,2098.jpg,6.0,2097.0,"(a) log Kp = (\frac{-\Delta H}{2.303R}) \times (\frac{1}{T} + \text{ধ্রুবক})

(b) (i) সাম্যাবস্থার অবস্থানের উপর:

(ii) সাম্যাঙ্কের উপর প্রভাব:

যেহেতু তাপহারী বিক্রিয়ায় শক্তি গৃহীত হয়, তাই তাপমাত্রা বৃদ্ধি করলে, তাপমাত্রার প্রভাব প্রশমিত করতে বিক্রিয়া সম্মুখদিকে অগ্রসর হবে।

লেখচিত্র থেকে, তাপমাত্রা বাড়ালে Kp বাড়ে, বিক্রিয়া সম্মুখদিকে অগ্রসর হয়।

নম্বর বণ্টনঃ
(a) log Kp = (\frac{-\Delta H}{2.303R}) \times (\frac{1}{T} + \text{ধ্রুবক}) লেখার জন্য ০২ নম্বর।

(b) চিত্রের সাহায্যে সাম্যাবস্থা ও সাম্যাংকের উপর তাপমাত্রার দ্বৈত প্রভাব দেখানোর জন্য (০৪ \times ০২) = ০৮ নম্বর।",Chemistry
38,2099.jpg,10.0,,"বর্ণালি রেখার সংখ্যা = ((n_h - n_l)(n_h - n_l + 1))/2 = ((4 - 1)(4 - 1 + 1))/2 = 6

এখানে, n_l = 1 (K), n_h = 4 (N), Z_{Be} = 4, R_H = 1.09678 × 10^7 m^-1

বিকিরিত রশির তরঙ্গসংখ্যা, v = 1/λ = R_H × Z_{Be}^2 × ((1/n_l^2) - (1/n_h^2)) = 1.09678 × 10^7 × (4)^2 × ((1/1^2) - (1/4^2)) = 164517000 m^-1

এবং তরঙ্গদৈর্ঘ্য, λ = (v)^-1 = 6.0784 nm

যা দৃশ্যমান বর্ণালিভুক্ত নয়।

নম্বর বণ্টনঃ

বর্ণালি রেখার সংখ্যা= 6; নির্ণয় করার জন্য ০৪ নম্বর।

বিকিরিত রশির তরঙ্গসংখ্যা, v = 164517000 m^-1; নির্ণয় করার জন্য ০৪ নম্বর।

তরঙ্গদৈর্ঘ্য, λ = 6.0784 nm; নির্ণয় করার জন্য ০২ নম্বর।",Chemistry
39,2100.jpg,10.0,,"দ্রবণে FeCl2 এর ঘনমাত্রা = \frac{126.5}{55.85+71} molL^{-1} = 0.49862 molL^{-1}
2
.. [Fe^{2+}] = [FeCl_2] = 0.49862 M
অধঃক্ষেপ পড়া শুরু হলে, Kip > Ksp
[Fe^{2+}][OH^{-}]^2 > 7.9 \times 10^{-15}
.. [OH^{-}] > 1.25872 \times 10^{-7}M \Rightarrow -log[OH^{-}] < -log(1.25872 \times 10^{-7}) \Rightarrow pOH < 6.9 .. pH > 7.1
∴ Fe(OH)_2 এর অধঃক্ষেপন শুরু হলে দ্রবণের pH > 7.1 হতে হবে।
নম্বর বণ্টনঃ
[Fe^{2+}] = [FeCl_2] = 0.49862M; নির্ণয় করার জন্য ০২ নম্বর।
POH < 6.9; নির্ণয় করার জন্য ০৪ নম্বর।
Fe(OH)_2 এর অধঃক্ষেপন শুরু হলে দ্রবণের pH > 7.1 হতে হবে; লেখার জন্য ০৪ নম্বর।",Chemistry
40,2101.jpg,8.0,,"Initially:
H2(g) + I2(g) <=> 2HI(g)
9.7ml     11.4ml      0

At equilibrium: (9.7 - \frac{15.3}{2})ml (11.4 - \frac{15.3}{2})ml 15.3ml
= 2.05ml      = 3.75ml

\alpha_{H_2} = \frac{15.3}{9.7} \times 100\% = 78.86\%

\alpha_{I_2} = \frac{15.3}{11.4} \times 100\% = 21.13\%

K_c = \frac{[HI]^2}{[H_2][I_2]} = \frac{(15.3)^2}{(2.05)(3.75)} = 30.4507

নম্বর বণ্টনঃ
\alpha_{H_2} = 78.86%; নির্ণয়ের জন্য ০৪ নম্বর।
\alpha_{I_2} = 21.13%; নির্ণয়ের জন্য ০২ নম্বর।
সাম্যধ্রুবক = 30.4507; নির্ণয়ের জন্য ০৪ নম্বর।",Chemistry
